origin,year,month,day,dep_time,temp,dewp,humid,wind_speed,visib
EWR,2013,9,18,700,51.08,42.98,73.69,3.45234,10.0
EWR,2013,9,18,800,50.0,42.08,74.1,3.45234,10.0
EWR,2013,9,18,900,50.0,42.08,74.1,0.0,10.0
EWR,2013,9,18,1000,51.98,41.0,66.04,4.60312,10.0
EWR,2013,9,18,1100,55.94,42.08,59.58,5.7539,10.0
EWR,2013,9,18,1200,60.08,42.98,53.15,0.0,10.0
EWR,2013,9,18,1300,62.96,41.0,44.47,5.7539,10.0
EWR,2013,9,18,1400,66.02,42.08,41.67,6.90468,10.0
EWR,2013,9,18,1500,66.92,39.92,37.15,5.7539,10.0
EWR,2013,9,18,1600,69.08,42.08,37.49,8.05546,10.0
EWR,2013,9,18,1700,71.06,42.08,35.04,4.60312,10.0
EWR,2013,9,18,1800,71.06,37.94,29.83,0.0,10.0
EWR,2013,9,18,1900,71.96,39.02,30.18,5.7539,10.0
EWR,2013,9,18,2000,69.98,46.94,43.75,12.65858,10.0
EWR,2013,9,18,2100,66.92,50.0,54.51,9.20624,10.0
EWR,2013,9,18,2200,64.94,51.98,62.83,6.90468,10.0
EWR,2013,9,18,2300,62.96,51.98,67.34,6.90468,10.0
EWR,2013,9,19,0,62.06,51.08,67.24,8.05546,10.0
EWR,2013,9,19,100,60.08,51.08,72.13,5.7539,10.0
EWR,2013,9,19,200,57.92,50.0,74.86,6.90468,10.0
EWR,2013,9,19,300,57.92,50.0,74.86,8.05546,10.0
EWR,2013,9,19,400,55.04,50.0,83.08,6.90468,10.0
EWR,2013,9,19,500,53.06,48.92,85.78,4.60312,10.0
EWR,2013,9,19,600,53.06,50.0,89.31,5.7539,10.0
EWR,2013,9,19,700,51.08,48.02,89.22,5.7539,10.0
EWR,2013,9,19,800,50.0,46.94,89.17,5.7539,10.0
EWR,2013,9,19,900,51.08,46.94,85.67,4.60312,10.0
EWR,2013,9,19,1000,50.0,46.04,86.19,3.45234,10.0
EWR,2013,9,19,1100,53.06,48.92,85.78,4.60312,10.0
EWR,2013,9,19,1200,60.08,48.02,64.35,4.60312,10.0
EWR,2013,9,19,1300,64.94,46.94,52.06,4.60312,10.0
EWR,2013,9,19,1400,69.08,46.94,45.12,0.0,10.0
EWR,2013,9,19,1500,71.96,44.96,37.95,5.7539,10.0
EWR,2013,9,19,1600,75.92,46.04,34.61,6.90468,10.0
EWR,2013,9,19,1700,77.0,44.06,30.97,6.90468,10.0
EWR,2013,9,19,1800,77.0,46.04,33.39,9.20624,10.0
EWR,2013,9,19,1900,75.92,46.04,34.61,6.90468,10.0
EWR,2013,9,19,2000,77.0,44.96,32.05,8.05546,10.0
EWR,2013,9,19,2100,71.96,51.98,49.36,6.90468,10.0
EWR,2013,9,19,2200,69.98,53.96,56.78,4.60312,10.0
EWR,2013,9,19,2300,68.0,55.94,65.31,4.60312,10.0
EWR,2013,9,20,0,66.02,55.04,67.69,6.90468,10.0
EWR,2013,9,20,100,64.04,55.94,74.94,5.7539,10.0
EWR,2013,9,20,200,60.98,55.04,80.78,5.7539,10.0
EWR,2013,9,20,300,60.08,55.04,83.41,5.7539,10.0
EWR,2013,9,20,400,60.08,53.96,80.19,6.90468,10.0
EWR,2013,9,20,500,59.0,53.96,83.34,8.05546,10.0
EWR,2013,9,20,600,55.04,51.98,89.4,4.60312,10.0
EWR,2013,9,20,700,55.04,53.06,93.02,4.60312,10.0
EWR,2013,9,20,800,55.04,53.06,93.02,3.45234,10.0
EWR,2013,9,20,900,55.04,53.06,93.02,4.60312,10.0
EWR,2013,9,20,1000,55.04,53.06,93.02,4.60312,10.0
EWR,2013,9,20,1100,57.92,55.94,93.1,4.60312,9.0
EWR,2013,9,20,1200,64.04,55.94,74.94,5.7539,9.0
EWR,2013,9,20,1300,69.98,57.02,63.45,3.45234,10.0
EWR,2013,9,20,1400,73.04,57.02,57.2,0.0,10.0
EWR,2013,9,20,1500,75.92,57.92,53.65,6.90468,10.0
EWR,2013,9,20,1600,77.0,55.94,48.19,4.60312,10.0
EWR,2013,9,20,1700,78.08,55.94,46.49,8.05546,10.0
EWR,2013,9,20,1800,77.0,55.04,46.64,10.35702,10.0
EWR,2013,9,20,1900,75.92,55.94,49.95,11.5078,10.0
EWR,2013,9,20,2000,73.94,55.94,53.37,11.5078,10.0
EWR,2013,9,20,2100,73.04,53.96,51.18,11.5078,10.0
EWR,2013,9,20,2200,71.06,57.02,61.16,8.05546,10.0
EWR,2013,9,20,2300,69.08,57.92,67.59,6.90468,10.0
EWR,2013,9,21,0,66.92,57.92,72.81,4.60312,10.0
EWR,2013,9,21,100,66.02,57.92,75.12,0.0,10.0
EWR,2013,9,21,200,64.94,57.92,77.99,8.05546,10.0
EWR,2013,9,21,300,64.04,57.92,80.49,6.90468,10.0
EWR,2013,9,21,400,60.08,55.94,86.18,4.60312,10.0
EWR,2013,9,21,500,60.98,57.02,86.79,4.60312,10.0
EWR,2013,9,21,600,62.06,57.92,86.29,0.0,10.0
EWR,2013,9,21,700,60.98,57.92,89.65,4.60312,10.0
EWR,2013,9,21,800,60.98,57.02,86.79,3.45234,10.0
EWR,2013,9,21,900,59.0,55.94,89.57,0.0,10.0
EWR,2013,9,21,1000,59.0,55.94,89.57,0.0,10.0
EWR,2013,9,21,1100,60.98,57.92,89.65,0.0,10.0
EWR,2013,9,21,1200,62.6,59.0,88.0,0.0,10.0
EWR,2013,9,21,1300,64.4,59.0,82.62,0.0,10.0
EWR,2013,9,21,1400,66.2,60.8,82.74,4.60312,10.0
EWR,2013,9,21,1500,71.96,64.04,76.13,11.5078,10.0
EWR,2013,9,21,1600,75.92,64.04,66.65,10.35702,10.0
EWR,2013,9,21,1700,77.0,62.06,59.98,12.65858,10.0
EWR,2013,9,21,1800,80.06,59.0,48.64,13.80936,10.0
EWR,2013,9,21,1900,78.08,60.98,55.7,16.11092,10.0
EWR,2013,9,21,2000,77.0,62.06,59.98,14.96014,10.0
EWR,2013,9,21,2100,75.02,62.96,66.13,16.11092,10.0
EWR,2013,9,21,2200,73.04,64.94,75.75,12.65858,10.0
EWR,2013,9,21,2300,71.96,66.02,81.57,10.35702,10.0
EWR,2013,9,22,0,71.96,66.02,81.57,11.5078,10.0
EWR,2013,9,22,100,71.96,66.92,84.16,9.20624,10.0
EWR,2013,9,22,200,69.8,68.0,94.01,12.65858,4.0
EWR,2013,9,22,300,69.98,68.0,93.44,12.65858,3.0
EWR,2013,9,22,400,66.92,64.94,93.35,10.35702,6.0
EWR,2013,9,22,500,64.94,62.96,93.3,5.7539,6.0
EWR,2013,9,22,600,64.4,62.6,93.88,0.0,1.75
EWR,2013,9,22,700,62.6,62.6,100.0,4.60312,10.0
EWR,2013,9,22,800,62.96,62.06,96.88,5.7539,10.0
EWR,2013,9,22,900,62.96,60.98,93.25,4.60312,10.0
EWR,2013,9,22,1000,62.96,60.08,90.31,5.7539,10.0
EWR,2013,9,22,1100,62.96,57.02,80.93,8.05546,10.0
EWR,2013,9,22,1200,62.96,53.96,72.42,12.65858,10.0
EWR,2013,9,22,1300,64.94,51.08,60.77,10.35702,10.0
EWR,2013,9,22,1400,66.92,46.94,48.6,16.11092,10.0
EWR,2013,9,22,1500,69.08,48.02,46.99,16.11092,10.0
EWR,2013,9,22,1600,68.0,46.04,45.26,13.80936,10.0
EWR,2013,9,22,1700,69.08,44.96,41.86,14.96014,10.0
EWR,2013,9,22,1800,69.08,44.06,40.45,17.2617,10.0
EWR,2013,9,22,1900,66.02,42.98,43.13,18.41248,10.0
EWR,2013,9,22,2000,66.92,44.06,43.57,16.11092,10.0
EWR,2013,9,22,2100,66.02,44.06,44.95,16.11092,10.0
EWR,2013,9,22,2200,62.96,44.06,50.03,17.2617,10.0
EWR,2013,9,22,2300,60.98,42.98,51.48,12.65858,10.0
EWR,2013,9,23,0,60.08,44.06,55.39,16.11092,10.0
EWR,2013,9,23,100,57.92,42.08,55.47,16.11092,10.0
EWR,2013,9,23,200,57.02,41.0,54.95,10.35702,10.0
EWR,2013,9,23,300,55.94,39.92,54.8,14.96014,10.0
EWR,2013,9,23,400,55.04,39.02,54.67,12.65858,10.0
EWR,2013,9,23,500,53.96,39.02,56.86,10.35702,10.0
EWR,2013,9,23,600,53.06,39.92,60.87,5.7539,10.0
EWR,2013,9,23,700,53.06,39.92,60.87,6.90468,10.0
EWR,2013,9,23,800,51.98,39.92,63.33,9.20624,10.0
EWR,2013,9,23,900,51.98,39.92,63.33,9.20624,10.0
EWR,2013,9,23,1000,51.08,39.02,63.22,12.65858,10.0
EWR,2013,9,23,1100,53.06,39.02,58.77,11.5078,10.0
EWR,2013,9,23,1200,55.04,37.94,52.4,12.65858,10.0
EWR,2013,9,23,1300,57.92,39.02,49.26,10.35702,10.0
EWR,2013,9,23,1400,60.08,37.94,43.71,17.2617,10.0
EWR,2013,9,23,1500,62.06,39.92,44.02,13.80936,10.0
EWR,2013,9,23,1600,64.04,42.08,44.64,12.65858,10.0
EWR,2013,9,23,1700,64.94,41.0,41.49,14.96014,10.0
EWR,2013,9,23,1800,66.02,41.0,39.96,11.5078,10.0
EWR,2013,9,23,1900,66.02,39.92,38.32,12.65858,10.0
EWR,2013,9,23,2000,66.02,42.08,41.67,9.20624,10.0
EWR,2013,9,23,2100,64.04,42.08,44.64,11.5078,10.0
EWR,2013,9,23,2200,62.96,42.08,46.37,9.20624,10.0
EWR,2013,9,23,2300,60.98,42.08,49.73,9.20624,10.0
EWR,2013,9,24,0,57.92,42.08,55.47,14.96014,10.0
EWR,2013,9,24,100,55.94,42.08,59.58,10.35702,10.0
EWR,2013,9,24,200,55.04,42.08,61.56,9.20624,10.0
EWR,2013,9,24,300,53.06,42.08,66.17,8.05546,10.0
EWR,2013,9,24,400,53.06,41.0,63.47,10.35702,10.0
EWR,2013,9,24,500,50.0,42.08,74.1,8.05546,10.0
EWR,2013,9,24,600,51.08,42.08,71.19,9.20624,10.0
EWR,2013,9,24,700,50.0,42.08,74.1,8.05546,10.0
EWR,2013,9,24,800,48.92,41.0,73.99,6.90468,10.0
EWR,2013,9,24,900,48.02,39.92,73.39,6.90468,10.0
EWR,2013,9,24,1000,48.02,39.92,73.39,4.60312,10.0
EWR,2013,9,24,1100,50.0,39.92,68.15,4.60312,10.0
EWR,2013,9,24,1200,53.06,41.0,63.47,8.05546,10.0
EWR,2013,9,24,1300,55.94,42.08,59.58,9.20624,10.0
EWR,2013,9,24,1400,60.08,42.08,51.34,8.05546,10.0
EWR,2013,9,24,1500,62.96,42.08,46.37,4.60312,10.0
EWR,2013,9,24,1600,68.0,41.0,37.32,10.35702,10.0
EWR,2013,9,24,1700,71.06,39.92,32.23,9.20624,10.0
EWR,2013,9,24,1800,73.94,41.0,30.49,11.5078,10.0
EWR,2013,9,24,1900,75.02,41.0,29.41,13.80936,10.0
EWR,2013,9,24,2000,75.02,41.0,29.41,10.35702,9.0
EWR,2013,9,24,2100,73.04,39.92,30.14,12.65858,10.0
EWR,2013,9,24,2200,71.06,41.0,33.61,9.20624,10.0
EWR,2013,9,24,2300,68.0,42.08,38.91,8.05546,10.0
EWR,2013,9,25,0,66.02,42.98,43.13,6.90468,10.0
EWR,2013,9,25,100,64.04,44.96,49.85,3.45234,10.0
EWR,2013,9,25,200,62.96,42.98,48.0,6.90468,10.0
EWR,2013,9,25,300,59.0,44.06,57.57,5.7539,10.0
EWR,2013,9,25,400,53.96,44.06,69.08,8.05546,10.0
EWR,2013,9,25,500,53.06,44.06,71.4,8.05546,10.0
EWR,2013,9,25,600,55.04,42.98,63.72,8.05546,10.0
EWR,2013,9,25,700,53.06,42.98,68.5,3.45234,10.0
EWR,2013,9,25,800,53.06,42.98,68.5,0.0,10.0
EWR,2013,9,25,900,53.06,42.98,68.5,5.7539,10.0
EWR,2013,9,25,1000,51.98,42.98,71.28,3.45234,10.0
EWR,2013,9,25,1100,55.94,44.06,64.28,3.45234,10.0
EWR,2013,9,25,1200,60.08,42.98,53.15,0.0,10.0
EWR,2013,9,25,1300,62.06,42.98,49.55,4.60312,10.0
EWR,2013,9,25,1400,64.94,42.08,43.26,0.0,10.0
EWR,2013,9,25,1500,66.92,39.92,37.15,0.0,10.0
EWR,2013,9,25,1600,69.08,42.08,37.49,3.45234,10.0
EWR,2013,9,25,1700,73.94,42.08,31.79,6.90468,10.0
EWR,2013,9,25,1800,71.96,42.08,33.99,3.45234,10.0
EWR,2013,9,25,1900,73.94,44.06,34.3,3.45234,10.0
EWR,2013,9,25,2000,71.96,44.06,36.67,4.60312,10.0
EWR,2013,9,25,2100,71.96,44.06,36.67,5.7539,10.0
EWR,2013,9,25,2200,69.08,46.04,43.61,4.60312,10.0
EWR,2013,9,25,2300,69.08,46.04,43.61,8.05546,10.0
EWR,2013,9,26,0,64.04,48.02,55.95,4.60312,10.0
EWR,2013,9,26,100,64.94,53.06,65.37,0.0,10.0
EWR,2013,9,26,200,62.06,51.08,67.24,0.0,10.0
EWR,2013,9,26,300,60.98,51.98,72.22,3.45234,10.0
EWR,2013,9,26,400,57.02,50.0,77.32,4.60312,10.0
EWR,2013,9,26,500,57.92,51.98,80.55,4.60312,10.0
EWR,2013,9,26,600,55.04,50.0,83.08,5.7539,10.0
EWR,2013,9,26,700,55.94,53.06,90.03,8.05546,10.0
EWR,2013,9,26,800,55.94,51.08,83.69,9.20624,10.0
EWR,2013,9,26,900,55.94,51.08,83.69,9.20624,10.0
EWR,2013,9,26,1000,57.02,53.06,86.58,11.5078,10.0
EWR,2013,9,26,1100,59.0,53.96,83.34,10.35702,10.0
EWR,2013,9,26,1200,60.8,55.4,82.37,12.65858,10.0
EWR,2013,9,26,1300,62.6,55.4,77.29,13.80936,10.0
EWR,2013,9,26,1400,68.0,57.02,67.91,8.05546,10.0
EWR,2013,9,26,1500,69.08,55.94,62.93,8.05546,10.0
EWR,2013,9,26,1600,69.8,55.4,60.21,5.7539,10.0
EWR,2013,9,26,1700,69.08,53.96,58.56,6.90468,10.0
EWR,2013,9,26,1800,66.92,55.04,65.61,8.05546,10.0
EWR,2013,9,26,1900,66.92,55.94,67.79,9.20624,10.0
EWR,2013,9,26,2000,66.02,55.94,69.94,9.20624,10.0
EWR,2013,9,26,2100,64.94,55.94,72.62,5.7539,10.0
EWR,2013,9,26,2200,64.04,55.94,74.94,4.60312,10.0
EWR,2013,9,26,2300,64.04,57.02,77.92,0.0,10.0
EWR,2013,9,27,0,64.04,57.02,77.92,0.0,10.0
EWR,2013,9,27,100,62.96,57.02,80.93,0.0,10.0
EWR,2013,9,27,200,62.96,57.02,80.93,0.0,10.0
EWR,2013,9,27,300,62.96,57.02,80.93,4.60312,10.0
EWR,2013,9,27,400,62.6,55.4,77.29,3.45234,10.0
EWR,2013,9,27,500,57.02,50.0,77.32,6.90468,10.0
EWR,2013,9,27,600,55.94,50.0,80.4,5.7539,10.0
EWR,2013,9,27,700,55.04,50.0,83.08,8.05546,10.0
EWR,2013,9,27,800,55.04,50.0,83.08,10.35702,10.0
EWR,2013,9,27,900,55.94,51.08,83.69,8.05546,10.0
EWR,2013,9,27,1000,55.04,50.0,83.08,10.35702,10.0
EWR,2013,9,27,1100,57.02,50.0,77.32,11.5078,10.0
EWR,2013,9,27,1200,57.92,50.0,74.86,11.5078,10.0
EWR,2013,9,27,1300,62.06,51.98,69.51,8.05546,10.0
EWR,2013,9,27,1400,64.94,51.98,62.83,10.35702,10.0
EWR,2013,9,27,1500,68.0,51.98,56.51,6.90468,10.0
EWR,2013,9,27,1600,68.0,50.0,52.51,4.60312,10.0
EWR,2013,9,27,1700,68.0,51.08,54.66,5.7539,10.0
EWR,2013,9,27,1800,66.92,50.0,54.51,9.20624,10.0
EWR,2013,9,27,1900,66.92,50.0,54.51,8.05546,10.0
EWR,2013,9,27,2000,66.02,50.0,56.23,9.20624,10.0
EWR,2013,9,27,2100,66.02,51.08,58.53,10.35702,10.0
EWR,2013,9,27,2200,64.94,51.08,60.77,9.20624,10.0
EWR,2013,9,27,2300,64.94,51.08,60.77,6.90468,10.0
EWR,2013,9,28,0,64.04,51.08,62.71,8.05546,10.0
EWR,2013,9,28,100,62.96,50.0,62.58,9.20624,10.0
EWR,2013,9,28,200,62.96,50.0,62.58,9.20624,10.0
EWR,2013,9,28,300,57.92,51.08,77.92,6.90468,10.0
EWR,2013,9,28,400,59.0,50.0,72.01,8.05546,10.0
EWR,2013,9,28,500,57.92,51.98,80.55,6.90468,10.0
EWR,2013,9,28,600,57.92,53.06,83.82,8.05546,10.0
EWR,2013,9,28,700,59.0,51.98,77.49,9.20624,10.0
EWR,2013,9,28,800,57.02,51.98,83.21,8.05546,10.0
EWR,2013,9,28,900,57.02,51.98,83.21,9.20624,10.0
EWR,2013,9,28,1000,55.94,51.98,86.52,8.05546,10.0
EWR,2013,9,28,1100,57.92,51.98,80.55,9.20624,10.0
EWR,2013,9,28,1200,60.98,53.06,75.14,10.35702,10.0
EWR,2013,9,28,1300,64.94,51.98,62.83,9.20624,10.0
EWR,2013,9,28,1400,68.0,51.08,54.66,10.35702,10.0
EWR,2013,9,28,1500,69.98,51.08,51.07,9.20624,10.0
EWR,2013,9,28,1600,71.96,50.0,45.87,5.7539,10.0
EWR,2013,9,28,1700,73.04,48.02,41.07,8.05546,10.0
EWR,2013,9,28,1800,73.04,48.02,41.07,6.90468,10.0
EWR,2013,9,28,1900,73.04,48.92,42.48,9.20624,10.0
EWR,2013,9,28,2000,71.96,51.08,47.75,5.7539,10.0
EWR,2013,9,28,2100,69.08,51.98,54.45,4.60312,10.0
EWR,2013,9,28,2200,66.92,51.98,58.65,6.90468,10.0
EWR,2013,9,28,2300,66.2,53.6,63.82,4.60312,10.0
EWR,2013,9,29,0,64.04,53.06,67.46,0.0,10.0
EWR,2013,9,29,100,62.96,53.96,72.42,0.0,10.0
EWR,2013,9,29,200,64.04,53.06,67.46,0.0,10.0
EWR,2013,9,29,300,62.96,53.96,72.42,0.0,10.0
EWR,2013,9,29,400,60.98,53.96,77.66,0.0,10.0
EWR,2013,9,29,500,57.02,53.06,86.58,5.7539,10.0
EWR,2013,9,29,600,55.94,53.06,90.03,4.60312,10.0
EWR,2013,9,29,700,57.02,53.06,86.58,4.60312,10.0
EWR,2013,9,29,800,53.96,51.08,89.95,5.7539,10.0
EWR,2013,9,29,900,53.96,51.98,92.99,4.60312,10.0
EWR,2013,9,29,1000,53.96,51.98,92.99,5.7539,10.0
EWR,2013,9,29,1100,57.92,55.04,90.11,5.7539,10.0
EWR,2013,9,29,1200,60.98,55.94,83.47,4.60312,10.0
EWR,2013,9,29,1300,64.94,57.92,77.99,4.60312,10.0
EWR,2013,9,29,1400,66.02,55.94,69.94,0.0,10.0
EWR,2013,9,29,1500,68.0,55.94,65.31,5.7539,10.0
EWR,2013,9,29,1600,71.06,53.06,52.95,4.60312,10.0
EWR,2013,9,29,1700,69.98,51.98,52.8,5.7539,10.0
EWR,2013,9,29,1800,69.98,53.06,54.94,5.7539,10.0
EWR,2013,9,29,1900,69.08,53.06,56.66,4.60312,10.0
EWR,2013,9,29,2000,68.0,53.06,58.8,8.05546,10.0
EWR,2013,9,29,2100,66.02,53.06,62.96,8.05546,10.0
EWR,2013,9,29,2200,64.04,51.98,64.84,6.90468,10.0
EWR,2013,9,29,2300,62.96,53.06,70.07,3.45234,10.0
EWR,2013,9,30,0,62.96,53.96,72.42,0.0,10.0
EWR,2013,9,30,100,62.06,53.96,74.75,0.0,10.0
EWR,2013,9,30,200,62.06,53.96,74.75,0.0,10.0
EWR,2013,9,30,300,57.92,51.98,80.55,0.0,10.0
EWR,2013,9,30,400,57.02,53.06,86.58,3.45234,10.0
EWR,2013,9,30,500,55.94,51.98,86.52,3.45234,10.0
EWR,2013,9,30,600,53.96,51.98,92.99,5.7539,10.0
EWR,2013,9,30,700,53.96,51.08,89.95,4.60312,10.0
EWR,2013,9,30,800,53.96,51.08,89.95,4.60312,10.0
EWR,2013,9,30,900,55.04,51.98,89.4,3.45234,10.0
EWR,2013,9,30,1000,53.06,51.08,92.96,4.60312,10.0
EWR,2013,9,30,1100,55.94,53.96,93.05,5.7539,10.0
EWR,2013,9,30,1200,59.0,53.96,83.34,6.90468,10.0
EWR,2013,9,30,1300,64.04,51.98,64.84,3.45234,10.0
EWR,2013,9,30,1400,66.92,50.0,54.51,3.45234,10.0
EWR,2013,9,30,1500,71.06,48.92,45.43,3.45234,10.0
EWR,2013,9,30,1600,73.04,48.92,42.48,3.45234,10.0
EWR,2013,9,30,1700,71.96,48.92,44.06,3.45234,10.0
EWR,2013,9,30,1800,71.96,46.94,40.9,5.7539,10.0
EWR,2013,9,30,1900,71.96,51.08,47.75,8.05546,10.0
EWR,2013,9,30,2000,71.96,51.98,49.36,6.90468,10.0
EWR,2013,9,30,2100,69.98,53.06,54.94,5.7539,10.0
EWR,2013,9,30,2200,68.0,53.06,58.8,5.7539,10.0
EWR,2013,9,30,2300,66.02,53.96,65.07,4.60312,10.0
EWR,2013,10,1,0,64.94,55.04,70.28,3.45234,10.0
EWR,2013,10,1,100,62.96,55.04,75.33,3.45234,10.0
EWR,2013,10,1,200,62.06,53.96,74.75,9.20624,10.0
EWR,2013,10,1,300,60.08,53.06,77.59,5.7539,10.0
EWR,2013,10,1,400,59.0,53.96,83.34,8.05546,10.0
EWR,2013,10,1,500,57.92,53.96,86.63,8.05546,10.0
EWR,2013,10,1,600,57.92,53.06,83.82,4.60312,10.0
EWR,2013,10,1,700,57.02,51.98,83.21,3.45234,10.0
EWR,2013,10,1,800,55.94,51.98,86.52,3.45234,10.0
EWR,2013,10,1,900,53.06,50.0,89.31,4.60312,10.0
EWR,2013,10,1,1000,55.04,51.98,89.4,4.60312,10.0
EWR,2013,10,1,1100,57.02,53.06,86.58,4.60312,9.0
EWR,2013,10,1,1200,62.96,53.06,70.07,0.0,9.0
EWR,2013,10,1,1300,69.08,53.96,58.56,0.0,10.0
EWR,2013,10,1,1400,73.94,53.96,49.66,0.0,10.0
EWR,2013,10,1,1500,78.08,51.98,40.23,0.0,10.0
EWR,2013,10,1,1600,80.06,51.98,37.69,0.0,10.0
EWR,2013,10,1,1700,80.96,53.06,38.08,0.0,10.0
EWR,2013,10,1,1800,82.04,53.96,38.0,8.05546,10.0
EWR,2013,10,1,1900,82.04,55.94,40.84,5.7539,10.0
EWR,2013,10,1,2000,80.96,55.94,42.3,13.80936,10.0
EWR,2013,10,1,2100,78.08,57.92,49.94,8.05546,10.0
EWR,2013,10,1,2200,75.92,57.92,53.65,5.7539,10.0
EWR,2013,10,1,2300,73.94,59.0,59.58,6.90468,10.0
EWR,2013,10,2,0,71.96,59.0,63.7,6.90468,10.0
EWR,2013,10,2,100,71.06,57.92,63.18,8.05546,10.0
EWR,2013,10,2,200,69.08,57.02,65.44,6.90468,10.0
EWR,2013,10,2,300,66.92,55.94,67.79,5.7539,10.0
EWR,2013,10,2,400,62.96,55.04,75.33,3.45234,10.0
EWR,2013,10,2,500,60.98,55.04,80.78,3.45234,10.0
EWR,2013,10,2,600,60.98,53.96,77.66,3.45234,10.0
EWR,2013,10,2,700,60.98,55.04,80.78,3.45234,10.0
EWR,2013,10,2,800,57.92,53.96,86.63,0.0,9.0
EWR,2013,10,2,900,60.98,53.96,77.66,3.45234,10.0
EWR,2013,10,2,1000,59.0,53.06,80.64,4.60312,10.0
EWR,2013,10,2,1100,62.06,55.94,80.34,6.90468,10.0
EWR,2013,10,2,1200,68.0,55.94,65.31,8.05546,10.0
EWR,2013,10,2,1300,73.04,57.02,57.2,6.90468,10.0
EWR,2013,10,2,1400,75.92,57.92,53.65,11.5078,10.0
EWR,2013,10,2,1500,80.06,57.92,46.79,11.5078,10.0
EWR,2013,10,2,1600,82.04,57.02,42.47,13.80936,10.0
EWR,2013,10,2,1700,82.94,59.0,44.29,12.65858,10.0
EWR,2013,10,2,1800,84.92,59.0,41.55,10.35702,10.0
EWR,2013,10,2,1900,84.92,57.92,39.97,12.65858,10.0
EWR,2013,10,2,2000,84.92,59.0,41.55,13.80936,10.0
EWR,2013,10,2,2100,82.94,60.08,46.03,10.35702,10.0
EWR,2013,10,2,2200,82.04,60.08,47.39,9.20624,10.0
EWR,2013,10,2,2300,78.98,60.08,52.37,9.20624,10.0
EWR,2013,10,3,0,77.0,60.98,57.73,8.05546,10.0
EWR,2013,10,3,100,75.92,60.98,59.84,8.05546,10.0
EWR,2013,10,3,200,73.94,60.08,61.92,5.7539,10.0
EWR,2013,10,3,300,73.04,60.08,63.83,3.45234,10.0
EWR,2013,10,3,400,69.98,60.08,70.81,3.45234,10.0
EWR,2013,10,3,500,69.98,60.08,70.81,4.60312,10.0
EWR,2013,10,3,600,66.02,59.0,78.08,4.60312,10.0
EWR,2013,10,3,700,66.02,57.92,75.12,5.7539,10.0
EWR,2013,10,3,800,64.04,57.92,80.49,0.0,10.0
EWR,2013,10,3,900,62.96,57.92,83.6,4.60312,10.0
EWR,2013,10,3,1000,62.96,55.04,75.33,3.45234,10.0
EWR,2013,10,3,1100,64.94,55.94,72.62,5.7539,10.0
EWR,2013,10,3,1200,68.0,55.94,65.31,4.60312,10.0
EWR,2013,10,3,1300,71.06,53.96,54.73,0.0,10.0
EWR,2013,10,3,1400,73.94,53.96,49.66,0.0,10.0
EWR,2013,10,3,1500,75.92,53.06,44.97,0.0,10.0
EWR,2013,10,3,1600,78.98,51.08,37.78,0.0,10.0
EWR,2013,10,3,1700,80.06,46.04,30.19,8.05546,10.0
EWR,2013,10,3,1800,80.06,46.94,31.24,5.7539,10.0
EWR,2013,10,3,1900,80.06,48.02,32.53,3.45234,10.0
EWR,2013,10,3,2000,75.92,55.94,49.95,6.90468,10.0
EWR,2013,10,3,2100,75.02,57.02,53.52,4.60312,10.0
EWR,2013,10,3,2200,73.04,57.92,59.08,4.60312,10.0
EWR,2013,10,3,2300,71.96,57.92,61.28,4.60312,10.0
EWR,2013,10,4,0,71.06,57.92,63.18,4.60312,10.0
EWR,2013,10,4,100,69.98,57.02,63.45,4.60312,10.0
EWR,2013,10,4,200,69.08,55.94,62.93,3.45234,10.0
EWR,2013,10,4,300,66.02,55.04,67.69,5.7539,10.0
EWR,2013,10,4,400,66.92,55.94,67.79,5.7539,10.0
EWR,2013,10,4,500,68.0,55.94,65.31,0.0,10.0
EWR,2013,10,4,600,66.02,55.94,69.94,0.0,10.0
EWR,2013,10,4,700,66.02,57.02,72.72,0.0,10.0
EWR,2013,10,4,800,64.94,57.02,75.51,0.0,10.0
EWR,2013,10,4,900,64.94,57.02,75.51,4.60312,10.0
EWR,2013,10,4,1000,64.04,57.92,80.49,0.0,10.0
EWR,2013,10,4,1100,64.94,59.0,81.07,6.90468,9.0
EWR,2013,10,4,1200,69.98,60.98,73.11,3.45234,8.0
EWR,2013,10,4,1300,73.94,62.96,68.57,3.45234,7.0
EWR,2013,10,4,1400,78.08,64.04,62.05,4.60312,9.0
EWR,2013,10,4,1500,82.94,64.04,52.93,8.05546,10.0
EWR,2013,10,4,1600,84.92,62.06,46.32,13.80936,10.0
EWR,2013,10,4,1700,87.98,62.06,42.02,10.35702,10.0
EWR,2013,10,4,1800,89.06,62.06,40.6,9.20624,10.0
EWR,2013,10,4,1900,87.08,60.98,41.61,9.20624,10.0
EWR,2013,10,4,2000,86.0,60.98,43.07,14.96014,10.0
EWR,2013,10,4,2100,84.92,62.06,46.32,11.5078,10.0
EWR,2013,10,4,2200,82.94,62.06,49.37,9.20624,10.0
EWR,2013,10,4,2300,80.96,62.06,52.66,0.0,10.0
EWR,2013,10,5,0,78.98,64.94,62.16,0.0,10.0
EWR,2013,10,5,100,78.08,64.94,64.03,0.0,10.0
EWR,2013,10,5,200,77.0,64.04,64.3,8.05546,10.0
EWR,2013,10,5,300,73.04,66.02,78.65,6.90468,10.0
